Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,Purchase Year,Purchase Month,Response Duration (hrs)
45,1,34,4,4,0,2,0,2,2020,6,15.233333333333333
36,1,24,0,1,0,1,0,3,2021,9,15.483333333333333
51,1,0,1,11,0,3,2,3,2021,7,5.45
46,1,5,4,3,0,0,3,5,2021,6,-3.3666666666666667
30,0,32,3,11,0,2,0,1,2020,5,-21.233333333333334
46,1,17,0,2,0,3,3,3,2020,2,-0.18333333333333332
36,1,16,2,9,0,1,1,3,2020,5,12.233333333333333
49,0,16,1,5,0,1,1,1,2021,4,-8.35
65,0,36,2,8,0,0,1,5,2020,5,8.3
31,1,29,4,0,0,2,3,2,2020,11,0.95
45,2,34,4,9,0,1,3,1,2020,2,15.466666666666667
36,1,14,0,1,0,2,2,2,2020,7,-23.233333333333334
66,1,2,0,11,0,2,2,4,2020,7,-3.7333333333333334
52,0,29,3,1,0,3,2,2,2020,11,6.0
61,2,32,0,7,0,3,1,4,2020,9,-7.016666666666667
32,2,28,0,6,0,0,2,5,2020,1,5.4
67,0,27,4,4,0,3,1,1,2021,12,-16.933333333333334
59,1,27,1,8,0,1,1,5,2020,2,-6.65
67,2,3,4,6,0,0,3,3,2020,10,-9.116666666666667
58,2,32,4,8,0,1,1,5,2020,12,-2.0
30,2,41,0,4,0,2,2,2,2020,4,-3.2
33,2,7,3,12,0,2,1,1,2020,10,-4.933333333333334
46,1,28,0,4,0,3,1,5,2020,4,1.8
29,1,18,4,12,0,0,0,3,2020,9,3.0
63,1,21,3,4,0,2,3,3,2020,11,8.9
69,1,8,1,9,0,1,1,2,2021,8,-5.7
35,2,11,1,13,0,0,3,4,2021,2,-3.716666666666667
34,2,11,0,7,0,1,3,5,2020,4,5.833333333333333
29,0,21,3,14,0,2,2,2,2020,9,8.016666666666667
34,1,18,3,9,0,3,3,5,2020,7,16.65
34,2,33,2,9,0,3,2,5,2021,8,-1.65
56,0,6,4,13,0,0,3,4,2020,12,4.05
34,0,11,1,13,0,3,0,4,2020,10,8.316666666666666
28,2,21,1,7,0,3,1,4,2021,4,3.3333333333333335
33,0,17,3,13,0,0,1,2,2021,5,3.4
30,1,3,1,10,0,1,2,3,2020,3,-11.033333333333333
50,0,38,2,11,0,2,2,4,2020,6,-6.483333333333333
49,0,0,4,13,0,2,0,3,2021,5,0.9833333333333333
58,0,23,3,0,0,1,2,1,2020,9,-2.6
49,2,32,2,12,0,0,1,5,2020,1,3.3833333333333333
34,0,16,3,4,0,3,2,3,2020,7,2.25
55,2,10,0,13,0,2,3,4,2020,2,9.466666666666667
58,2,37,1,1,0,2,0,5,2021,12,-0.11666666666666667
59,0,5,2,11,0,1,1,2,2020,10,-1.55
57,1,2,4,4,0,1,0,2,2020,1,0.16666666666666666
39,1,9,1,1,0,2,1,3,2021,7,-14.216666666666667
26,1,1,1,6,0,0,1,5,2020,10,6.05
21,2,24,2,8,0,1,1,4,2020,8,7.116666666666666
23,1,1,3,6,0,2,3,5,2020,7,-4.333333333333333
70,2,39,3,15,0,1,0,1,2021,9,15.216666666666667
36,0,13,4,10,0,2,2,1,2021,3,10.016666666666667
68,0,17,3,14,0,2,1,4,2021,3,4.166666666666667
66,1,6,2,12,0,3,1,4,2021,3,5.65
50,1,2,4,15,0,3,2,5,2020,6,0.18333333333333332
33,0,37,4,8,0,0,3,1,2020,10,13.683333333333334
46,2,21,4,6,0,1,0,3,2020,2,-2.45
54,1,13,2,15,0,0,3,3,2020,1,15.716666666666667
29,2,27,0,7,0,1,1,2,2020,11,-14.783333333333333
20,1,4,4,9,0,1,0,3,2021,10,-2.65
64,0,14,2,14,0,1,3,4,2020,2,3.0
47,2,16,4,6,0,0,3,1,2021,12,-14.966666666666667
25,1,22,0,4,0,1,3,4,2020,9,0.8666666666666667
38,0,4,4,4,0,3,1,2,2021,5,-7.45
62,0,6,4,15,0,3,0,3,2021,7,-13.833333333333334
23,2,11,1,12,0,2,2,4,2020,6,-6.983333333333333
61,0,0,0,10,0,0,1,2,2021,4,3.85
55,0,39,4,12,0,2,0,1,2021,8,-2.216666666666667
61,0,29,1,11,0,2,3,5,2021,7,-2.25
53,1,30,2,10,0,2,3,1,2020,5,-6.566666666666666
56,1,13,3,5,0,1,1,1,2020,4,14.233333333333333
27,1,7,2,15,0,3,0,5,2021,11,17.783333333333335
31,1,20,4,2,0,1,1,4,2021,4,7.45
39,0,8,0,4,0,1,1,3,2021,3,-6.75
48,0,3,0,12,0,0,3,1,2020,2,-16.85
34,1,35,4,9,0,0,3,4,2021,1,7.566666666666666
30,0,30,4,1,0,2,0,5,2020,11,1.0333333333333334
66,2,27,1,9,0,3,3,3,2021,10,-9.966666666666667
56,0,30,3,0,0,3,3,2,2021,1,16.283333333333335
47,2,2,1,14,0,0,2,1,2021,2,1.8666666666666667
60,0,12,4,1,0,2,3,3,2021,11,-14.25
20,0,18,3,10,0,0,2,1,2020,10,-7.816666666666666
63,0,10,3,14,0,0,0,1,2021,5,2.4833333333333334
56,2,38,0,10,0,2,3,5,2020,6,12.7
52,0,14,1,12,0,1,2,4,2020,2,2.4166666666666665
52,1,23,3,6,0,0,3,2,2021,11,-11.55
51,0,18,1,8,0,0,3,4,2021,5,9.283333333333333
36,2,20,3,11,0,0,2,4,2020,7,-3.1333333333333333
46,1,8,0,8,0,1,0,1,2021,4,-10.15
27,1,35,3,12,0,0,0,1,2021,12,-0.6166666666666667
18,0,21,4,10,0,2,3,2,2020,11,4.266666666666667
68,1,11,2,11,0,2,1,2,2020,4,2.35
57,0,18,0,4,0,2,3,4,2021,6,-11.583333333333334
27,0,14,3,2,0,1,1,4,2021,6,4.9
55,0,19,2,6,0,0,1,4,2020,4,-5.0
29,1,6,0,4,0,1,3,5,2021,9,18.333333333333332
50,0,0,4,8,0,3,3,1,2021,9,11.116666666666667
69,2,22,3,4,0,3,3,5,2021,10,-8.533333333333333
69,1,41,3,7,0,3,0,4,2020,12,4.366666666666666
45,1,29,1,0,0,1,3,4,2021,9,-0.35
68,2,35,0,5,0,1,2,5,2020,5,14.5
68,0,12,1,9,0,2,1,5,2021,1,-15.066666666666666
63,0,26,3,3,0,2,2,4,2020,5,3.9166666666666665
18,2,26,3,1,0,0,3,2,2021,6,-19.366666666666667
70,0,1,3,11,0,2,2,3,2020,10,-1.2333333333333334
27,2,21,2,13,0,3,0,2,2020,12,-15.166666666666666
42,2,20,3,14,0,1,0,3,2021,9,17.016666666666666
53,0,31,4,13,0,2,1,2,2021,3,1.1666666666666667
24,1,37,0,2,0,3,1,5,2020,4,9.8
54,0,13,3,13,0,3,0,2,2021,10,4.216666666666667
59,1,3,1,9,0,3,0,4,2021,10,7.1
21,1,20,0,14,0,2,1,2,2020,7,-7.65
62,1,5,2,1,0,1,1,4,2020,2,-13.366666666666667
29,0,11,2,6,0,1,0,2,2021,10,-8.566666666666666
27,0,38,3,8,0,0,0,2,2021,1,-9.083333333333334
20,0,25,3,10,0,2,2,1,2020,9,2.683333333333333
51,1,25,4,13,0,3,3,3,2020,11,-0.35
30,1,31,1,5,0,3,0,5,2021,5,3.45
41,1,10,3,2,0,2,2,1,2020,6,6.7
31,2,39,4,1,0,1,2,1,2021,1,-14.55
36,0,0,3,8,0,0,3,1,2021,8,1.7333333333333334
47,1,39,1,14,0,0,0,1,2021,7,-8.9
34,1,36,2,14,0,1,1,2,2020,1,-6.5
39,1,40,4,7,0,3,3,2,2021,2,-2.966666666666667
25,0,36,4,1,0,3,0,3,2021,4,1.2833333333333334
41,1,17,1,13,0,1,3,5,2021,5,-12.15
22,2,40,4,7,0,1,0,3,2021,2,1.4333333333333333
22,1,22,4,9,0,3,0,5,2021,7,3.15
36,0,25,2,8,0,1,1,1,2020,9,-8.15
69,1,25,2,3,0,0,0,5,2020,5,-14.483333333333333
29,1,20,0,13,0,1,3,5,2020,5,1.7
35,2,8,4,5,0,2,0,3,2021,1,7.083333333333333
50,1,4,2,7,0,3,3,5,2020,6,-4.833333333333333
40,0,27,3,10,0,2,0,2,2021,2,20.75
23,2,32,3,0,0,1,1,5,2021,3,-12.866666666666667
57,0,30,3,9,0,2,0,4,2020,12,8.05
48,2,13,2,10,0,2,2,3,2020,8,3.65
35,1,34,4,13,0,1,0,3,2020,6,9.5
45,0,17,3,8,0,1,3,3,2020,5,13.716666666666667
66,1,35,4,0,0,2,2,2,2021,12,1.7333333333333334
63,1,10,4,1,0,0,1,3,2021,8,-3.7
62,1,35,3,4,0,3,0,3,2021,1,2.683333333333333
56,2,1,3,6,0,2,1,4,2021,8,10.6
43,2,37,3,9,0,0,3,1,2021,12,0.36666666666666664
42,0,39,3,4,0,2,3,1,2021,3,-2.25
59,0,24,3,0,0,3,2,5,2021,6,-1.4833333333333334
48,1,3,0,1,0,3,2,5,2020,2,-3.8333333333333335
61,0,36,0,15,0,0,1,5,2021,12,1.8
34,1,41,4,1,0,1,3,1,2020,8,1.9
66,0,16,4,8,0,1,3,1,2020,1,5.116666666666666
55,0,7,0,6,0,1,0,2,2021,6,-10.683333333333334
63,2,1,2,4,0,0,3,2,2021,2,-2.5166666666666666
51,2,20,4,0,0,0,0,4,2021,8,4.383333333333334
28,1,7,0,7,0,3,1,5,2020,1,-8.4
18,2,19,3,15,0,2,0,4,2020,8,22.366666666666667
38,2,1,2,5,0,2,2,4,2020,7,-9.433333333333334
27,1,27,4,13,0,1,0,3,2021,12,-13.633333333333333
67,0,37,4,1,0,2,2,2,2020,1,11.733333333333333
49,2,28,4,12,0,1,2,2,2021,10,-6.483333333333333
45,0,17,4,12,0,0,3,2,2020,12,15.2
38,1,11,2,6,0,3,0,5,2020,8,-0.7
33,0,39,2,0,0,3,2,3,2020,7,-5.65
36,0,13,4,2,0,0,0,4,2020,3,-12.9
54,2,37,3,15,0,2,2,2,2020,3,0.11666666666666667
43,1,38,2,6,0,2,1,4,2021,1,2.0166666666666666
48,0,31,2,7,0,1,3,2,2021,11,4.2
49,1,6,3,8,0,1,1,1,2021,1,7.016666666666667
59,1,24,1,11,0,1,0,1,2020,10,1.6833333333333333
33,2,29,1,4,0,1,0,2,2021,9,12.05
52,2,22,1,7,0,3,0,3,2020,9,-22.083333333333332
22,1,8,2,10,0,3,3,3,2020,3,-1.5166666666666666
58,2,8,4,2,0,3,1,3,2021,7,-15.266666666666667
35,0,18,1,10,0,2,2,3,2021,4,6.583333333333333
19,2,36,1,6,0,3,1,3,2021,4,8.1
34,1,16,3,12,0,0,0,4,2021,4,0.11666666666666667
29,2,23,1,13,0,3,2,5,2020,7,-3.3833333333333333
36,1,33,2,5,0,1,1,3,2020,2,-19.5
28,0,28,2,1,0,0,3,5,2021,12,15.966666666666667
22,1,38,0,1,0,1,0,2,2020,12,9.583333333333334
56,1,13,3,8,0,0,3,1,2021,1,-0.8666666666666667
61,2,9,2,9,0,1,0,1,2020,4,-5.966666666666667
41,0,22,4,0,0,3,1,5,2020,1,10.95
30,2,41,2,1,0,1,2,5,2021,11,4.05
29,2,21,3,1,0,1,0,2,2021,3,-0.43333333333333335
37,2,17,0,11,0,0,2,5,2020,10,0.85
59,0,13,3,9,0,1,3,5,2020,2,-14.733333333333333
43,0,10,3,0,0,1,3,2,2020,12,-5.15
43,2,19,1,15,0,1,0,2,2021,9,-2.5833333333333335
70,0,22,1,15,0,1,1,1,2020,6,-14.566666666666666
61,2,2,0,12,0,3,2,5,2020,3,16.716666666666665
24,0,8,4,15,0,3,2,1,2020,8,3.1666666666666665
60,1,7,3,6,0,3,1,3,2020,3,0.9166666666666666
31,0,36,0,13,0,3,0,1,2020,6,8.366666666666667
30,0,6,0,0,0,3,0,4,2021,4,-1.1666666666666667
19,1,1,0,14,0,0,0,2,2021,10,-3.2
59,1,21,3,0,0,1,0,3,2021,4,17.383333333333333
28,1,0,2,8,0,2,1,4,2020,2,-6.933333333333334
63,1,29,4,4,0,2,0,1,2020,1,12.05
39,0,32,4,12,0,1,1,3,2020,5,9.266666666666667
30,2,38,2,5,0,2,1,2,2021,3,-2.3333333333333335
66,1,33,0,4,0,3,1,1,2021,1,1.2833333333333334
68,0,7,3,10,0,3,0,4,2020,1,9.05
28,0,32,0,12,0,3,1,2,2020,8,-1.3833333333333333
60,1,29,1,8,0,0,0,1,2020,7,-16.716666666666665
55,2,4,3,14,0,0,3,3,2020,7,15.283333333333333
39,1,21,1,4,0,0,3,1,2021,8,-7.45
62,2,20,0,10,0,1,3,4,2021,2,-5.733333333333333
29,0,37,2,2,0,0,1,4,2020,5,0.06666666666666667
61,1,8,1,9,0,3,1,3,2021,4,3.683333333333333
48,0,4,0,4,0,0,3,4,2020,9,4.1
22,1,24,1,14,0,1,1,5,2020,3,0.4
64,2,24,3,7,0,2,1,4,2021,1,2.283333333333333
53,2,26,4,2,0,1,2,5,2021,10,1.7333333333333334
63,2,1,3,14,0,1,0,5,2021,1,8.383333333333333
46,0,17,0,15,0,1,3,4,2020,10,-21.383333333333333
21,1,38,1,7,0,0,2,3,2021,9,-1.35
58,2,29,4,5,0,0,3,4,2020,6,-1.65
34,2,41,3,15,0,0,2,5,2020,3,-8.45
33,1,29,2,12,0,1,3,4,2020,6,17.616666666666667
60,2,21,3,0,0,2,3,4,2020,12,2.783333333333333
34,0,25,1,7,0,3,1,5,2021,10,-0.35
48,2,20,1,5,0,1,1,3,2020,3,-9.8
45,1,17,3,14,0,0,2,3,2020,12,6.416666666666667
31,1,40,2,7,0,3,2,3,2021,5,-0.6333333333333333
66,1,1,1,14,0,3,2,5,2021,11,0.45
18,0,31,0,6,0,0,1,4,2020,8,7.183333333333334
22,0,21,2,15,0,3,1,2,2021,8,9.05
27,2,1,4,15,0,3,2,1,2020,2,-1.7333333333333334
46,0,10,3,14,0,3,3,1,2021,2,-5.066666666666666
45,1,26,2,11,0,2,2,4,2021,7,0.16666666666666666
67,1,13,3,10,0,2,3,3,2020,10,5.35
38,0,31,4,12,0,1,3,3,2020,12,4.516666666666667
36,0,22,3,10,0,2,3,2,2021,9,-8.45
19,2,22,1,14,0,3,0,3,2021,8,14.333333333333334
41,1,10,1,12,0,0,3,5,2020,7,3.2333333333333334
54,0,15,2,13,0,0,1,1,2020,9,-5.433333333333334
28,0,6,2,1,0,2,3,4,2021,8,3.0833333333333335
38,2,15,1,15,0,0,2,3,2020,1,-8.333333333333334
65,2,10,0,15,0,0,0,2,2021,2,-3.966666666666667
50,0,9,4,1,0,0,0,5,2020,5,0.5166666666666667
28,0,25,2,15,0,1,3,2,2020,10,2.566666666666667
25,0,15,3,6,0,3,0,3,2021,3,-1.1
69,0,9,2,9,0,3,1,5,2021,7,13.033333333333333
22,0,22,0,5,0,1,0,5,2021,5,1.9833333333333334
54,1,27,0,0,0,3,2,4,2020,9,-7.75
44,2,0,0,9,0,2,1,5,2021,8,2.033333333333333
49,0,22,2,12,0,2,3,5,2021,10,-4.5
54,1,12,3,11,0,2,3,5,2021,11,-6.966666666666667
30,1,18,0,14,0,1,2,2,2021,9,4.116666666666666
50,0,29,2,0,0,1,1,4,2021,7,15.133333333333333
38,0,30,3,14,0,3,0,4,2021,1,2.75
32,0,17,3,10,0,2,2,2,2021,11,-4.733333333333333
49,0,27,0,11,0,3,1,5,2020,8,9.416666666666666
60,2,4,1,2,0,2,3,4,2020,5,6.483333333333333
28,2,10,0,9,0,3,1,3,2021,8,-19.566666666666666
53,0,32,2,13,0,3,0,4,2020,9,11.5
21,2,27,1,14,0,3,2,4,2021,3,-11.733333333333333
51,0,36,4,1,0,3,0,2,2021,11,-4.083333333333333
63,1,2,3,6,0,1,0,3,2021,9,6.183333333333334
29,0,37,4,15,0,1,0,3,2020,12,-15.383333333333333
44,0,16,0,7,0,0,3,5,2020,2,7.333333333333333
53,0,37,3,5,0,1,0,1,2020,5,17.166666666666668
67,1,5,0,11,0,1,1,3,2020,4,-11.933333333333334
70,1,39,1,8,0,0,2,5,2021,1,2.85
61,2,32,2,12,0,2,3,4,2020,9,-7.2
60,0,38,4,7,0,1,2,3,2020,10,3.566666666666667
54,2,36,3,2,0,3,1,4,2020,4,-13.766666666666667
40,0,29,4,9,0,3,1,5,2021,8,-6.366666666666666
50,2,30,4,6,0,3,1,3,2021,11,15.8
54,1,41,4,10,0,1,0,3,2020,9,-17.833333333333332
59,2,2,2,11,0,3,0,1,2020,9,6.7
42,1,21,2,1,0,2,0,5,2020,9,-0.26666666666666666
61,1,22,4,3,0,0,3,2,2020,10,-7.3
18,1,40,0,14,0,0,0,4,2021,7,3.316666666666667
25,2,24,2,15,0,1,2,3,2020,4,0.08333333333333333
48,0,1,1,13,0,1,1,3,2020,9,-2.066666666666667
54,1,32,0,9,0,1,0,3,2021,4,15.066666666666666
58,0,36,1,4,0,3,1,3,2020,2,-0.4666666666666667
57,2,20,3,5,0,1,2,2,2021,11,15.333333333333334
59,2,10,2,10,0,0,3,1,2021,12,-4.633333333333334
38,2,34,4,14,0,0,1,3,2020,8,10.733333333333333
48,1,33,0,12,0,2,0,4,2020,5,1.3833333333333333
21,1,9,2,12,0,3,2,1,2021,7,2.8333333333333335
52,1,6,4,10,0,2,3,1,2021,11,6.166666666666667
60,2,10,3,0,0,2,3,2,2021,2,-18.85
65,0,27,3,13,0,0,1,4,2020,2,-12.383333333333333
54,0,16,1,2,0,0,1,2,2020,8,-9.016666666666667
62,0,31,1,0,0,1,1,1,2021,2,5.566666666666666
19,0,40,3,15,0,0,1,3,2020,2,-3.85
35,1,28,3,11,0,1,2,1,2020,7,18.366666666666667
49,1,6,1,6,0,1,2,3,2021,1,-19.133333333333333
41,0,39,4,9,0,1,3,1,2020,1,8.466666666666667
61,1,39,4,8,0,3,0,3,2021,7,4.616666666666666
47,1,14,4,6,0,3,0,1,2021,10,9.45
48,0,30,2,2,0,1,3,3,2021,7,2.25
33,0,25,2,12,0,2,0,5,2020,7,14.966666666666667
22,1,41,0,11,0,2,2,2,2021,4,-2.7666666666666666
28,1,38,3,3,0,2,1,3,2020,12,-10.85
41,0,3,0,1,0,0,2,4,2021,6,18.066666666666666
29,1,2,4,9,0,0,0,1,2020,7,6.3
56,0,38,3,13,0,3,1,2,2021,8,-14.266666666666667
26,1,37,4,8,0,2,0,3,2020,6,16.516666666666666
48,1,14,4,12,0,3,1,2,2021,11,-13.95
68,1,17,1,7,0,0,0,3,2021,12,0.38333333333333336
43,1,19,2,1,0,0,2,2,2021,9,-22.666666666666668
68,0,5,2,10,0,2,0,5,2021,1,-1.9
20,0,6,0,11,0,3,2,5,2021,11,5.5
44,0,35,1,5,0,1,1,5,2021,4,-4.966666666666667
56,1,12,4,1,0,2,3,1,2021,1,14.116666666666667
51,0,4,4,15,0,3,2,1,2021,8,14.95
25,0,14,0,11,0,3,3,3,2021,11,-2.9833333333333334
58,1,37,0,4,0,0,0,1,2020,3,8.95
46,2,16,3,11,0,1,3,4,2020,9,7.416666666666667
49,2,4,3,12,0,0,0,4,2020,7,2.9166666666666665
42,1,21,1,7,0,2,2,2,2021,9,11.3
60,1,4,4,11,0,3,3,1,2020,1,-0.03333333333333333
45,1,24,2,2,0,2,1,2,2021,3,19.133333333333333
50,2,37,4,15,0,3,2,2,2020,6,2.5166666666666666
67,0,30,0,8,0,3,3,1,2020,3,-7.166666666666667
30,2,37,4,5,0,0,2,1,2020,4,2.4166666666666665
41,2,39,3,1,0,3,2,4,2020,9,2.0
23,0,41,3,3,0,1,1,1,2020,10,14.25
28,1,2,3,2,0,1,1,1,2021,7,-2.8666666666666667
29,0,41,0,12,0,3,2,2,2020,2,0.35
67,0,14,2,9,0,2,3,2,2021,1,-1.2
41,0,4,3,8,0,2,1,2,2021,5,-13.616666666666667
41,2,5,1,10,0,2,3,5,2020,3,18.15
36,2,11,4,15,0,0,2,5,2021,4,17.116666666666667
59,1,26,4,4,0,3,2,2,2020,11,1.5
41,0,31,4,15,0,1,0,5,2021,12,12.05
26,0,27,2,4,0,0,0,4,2020,11,-10.0
69,2,40,4,9,0,2,0,3,2020,7,13.9
66,1,2,3,2,0,3,0,3,2020,1,-10.35
28,1,30,3,6,0,2,1,1,2021,11,-0.6
52,1,39,1,2,0,0,1,3,2021,5,4.416666666666667
65,1,8,2,7,0,0,1,3,2021,11,2.3
61,2,12,3,14,0,1,2,3,2020,3,-9.45
65,2,16,3,13,0,1,0,5,2021,12,15.233333333333333
56,0,10,2,11,0,2,1,3,2021,2,-3.3833333333333333
46,0,14,1,15,0,1,0,3,2020,11,-4.983333333333333
58,0,8,1,10,0,2,3,3,2021,7,2.5
47,2,36,3,11,0,2,2,3,2021,3,-9.533333333333333
52,2,3,1,6,0,1,0,2,2021,10,-3.5166666666666666
51,0,41,3,4,0,2,3,4,2020,5,-2.7
37,2,21,4,11,0,2,1,1,2020,8,-16.883333333333333
50,1,25,2,15,0,0,2,5,2020,9,8.75
21,2,23,2,11,0,0,3,3,2021,7,-5.166666666666667
68,2,40,0,7,0,3,3,1,2020,12,13.783333333333333
66,2,18,2,4,0,0,2,3,2020,11,-2.05
62,2,15,0,5,0,0,0,4,2020,1,5.5
58,1,20,1,13,0,2,0,1,2021,10,11.416666666666666
59,2,24,4,3,0,3,1,3,2020,10,2.1166666666666667
53,0,22,4,8,0,1,3,4,2021,10,0.43333333333333335
53,2,35,4,7,0,3,2,4,2021,11,10.266666666666667
54,2,40,3,7,0,1,1,2,2020,4,17.933333333333334
21,0,21,4,11,0,3,3,3,2021,5,4.65
54,0,11,4,9,0,1,3,2,2021,10,3.7
20,0,21,2,8,0,2,3,4,2020,8,-14.95
30,0,0,1,1,0,0,1,1,2020,12,-12.716666666666667
39,0,2,4,1,0,3,1,1,2020,7,-12.1
35,0,25,0,11,0,0,1,2,2020,6,15.666666666666666
24,1,3,3,8,0,1,0,3,2021,10,18.5
42,0,2,4,6,0,2,2,1,2021,12,-1.0166666666666666
36,1,28,1,13,0,3,3,3,2021,9,-8.25
32,1,29,4,13,0,2,1,4,2021,12,10.216666666666667
21,0,17,0,3,0,0,3,1,2020,1,1.5166666666666666
67,2,32,4,9,0,0,0,5,2021,4,0.4666666666666667
50,2,17,0,4,0,2,3,1,2021,7,2.216666666666667
38,0,31,1,1,0,0,2,4,2020,7,-2.816666666666667
59,1,31,0,11,0,0,2,4,2020,1,-1.3166666666666667
57,0,26,4,11,0,2,2,4,2021,1,-1.9833333333333334
63,0,9,2,0,0,0,2,2,2021,6,-10.616666666666667
48,0,0,2,5,0,1,2,3,2020,5,-1.6833333333333333
38,2,35,3,8,0,2,1,5,2021,12,9.15
51,2,41,0,7,0,0,2,5,2020,7,-10.816666666666666
47,0,26,2,2,0,1,0,5,2021,2,-1.2833333333333334
35,0,34,4,7,0,1,2,3,2021,11,-10.1
63,1,31,2,4,0,1,2,1,2021,6,-0.6166666666666667
50,0,20,3,13,0,0,1,1,2021,12,7.866666666666666
29,1,33,1,8,0,1,0,4,2021,11,-1.6
48,2,38,4,3,0,3,0,3,2021,7,-13.233333333333333
62,1,22,3,13,0,3,3,5,2020,3,5.783333333333333
46,0,8,3,4,0,2,0,5,2020,9,-3.3833333333333333
20,0,39,3,15,0,2,0,2,2020,6,-4.733333333333333
40,0,7,2,14,0,3,1,4,2020,1,12.766666666666667
36,0,39,2,11,0,2,2,3,2020,5,-3.2333333333333334
70,1,6,1,8,0,2,1,1,2020,7,6.916666666666667
57,1,28,3,7,0,2,1,3,2020,3,8.9
41,2,10,1,5,0,2,3,4,2020,8,5.766666666666667
64,2,1,0,3,0,1,0,1,2020,4,-0.6
44,2,11,0,15,0,0,1,2,2020,4,-1.8166666666666667
59,2,40,0,0,0,0,1,3,2020,1,-17.25
29,2,31,2,13,0,2,2,5,2021,4,-10.133333333333333
66,0,14,3,4,0,1,2,2,2021,11,-16.65
69,0,0,0,2,0,0,0,5,2020,12,4.566666666666666
45,2,4,2,5,0,1,0,3,2021,4,-8.35
64,2,24,0,4,0,3,3,3,2020,12,-9.716666666666667
55,0,35,3,5,0,2,3,2,2021,6,-1.4666666666666666
51,2,1,3,7,0,0,1,1,2020,5,15.85
46,2,7,0,7,0,1,0,3,2021,8,-3.95
31,1,14,2,0,0,3,3,1,2021,2,0.5
62,1,36,2,10,0,2,3,3,2020,12,3.433333333333333
31,0,1,0,6,0,2,3,4,2021,11,22.3
31,1,18,2,12,0,1,3,3,2021,1,12.533333333333333
32,1,13,3,13,0,0,2,1,2021,9,-9.883333333333333
36,1,30,3,1,0,0,1,3,2020,5,-3.4166666666666665
18,1,1,3,2,0,3,1,5,2021,11,2.3333333333333335
28,1,40,4,7,0,1,2,4,2021,4,-19.933333333333334
51,1,26,1,7,0,2,2,3,2020,2,3.466666666666667
57,1,30,1,14,0,3,2,2,2021,11,-1.7333333333333334
62,1,14,3,11,0,3,2,1,2020,8,-7.466666666666667
69,2,41,4,11,0,0,1,3,2021,6,14.783333333333333
63,2,28,2,5,0,2,1,3,2020,11,10.2
30,1,34,2,13,0,3,0,2,2020,10,3.216666666666667
34,2,13,0,6,0,0,3,4,2021,6,-6.0
67,1,7,0,4,0,1,1,2,2021,3,-3.0166666666666666
18,1,25,1,9,0,3,1,2,2020,4,2.2666666666666666
28,0,26,2,1,0,2,2,2,2021,2,-13.766666666666667
63,0,2,4,4,0,0,3,1,2021,7,10.533333333333333
44,1,33,2,9,0,0,0,3,2020,7,-15.616666666666667
39,1,13,2,10,0,0,2,5,2020,7,-6.583333333333333
29,0,41,1,5,0,2,2,4,2020,10,4.033333333333333
53,2,17,0,13,0,3,0,3,2020,4,-2.3666666666666667
27,0,33,4,12,0,2,1,3,2020,8,22.616666666666667
19,0,32,1,1,0,0,3,5,2021,7,4.366666666666666
20,0,26,2,9,0,3,2,4,2021,12,-13.966666666666667
19,2,40,2,14,0,1,0,3,2020,8,-13.483333333333333
28,2,6,0,3,0,2,1,3,2021,1,-11.65
30,1,32,0,2,0,1,0,1,2020,5,12.516666666666667
65,2,38,2,4,0,2,1,2,2020,1,0.0
70,0,11,1,4,0,2,0,5,2020,7,0.21666666666666667
28,0,6,0,8,0,3,1,2,2020,12,1.0
62,0,2,3,15,0,0,2,1,2021,2,-13.8
33,1,14,2,11,0,2,0,4,2020,2,11.85
44,0,32,2,0,0,3,1,1,2020,11,3.4
39,1,9,1,6,0,2,1,1,2020,4,18.583333333333332
23,0,17,3,3,0,0,3,1,2020,1,2.783333333333333
53,0,20,0,1,0,1,2,5,2020,4,-1.9666666666666666
22,0,3,2,0,0,3,1,1,2020,9,1.6
65,1,23,4,14,0,1,1,3,2021,2,10.916666666666666
31,0,20,2,15,0,1,2,5,2020,10,9.216666666666667
22,1,41,0,7,0,0,3,3,2020,10,10.4
69,2,18,4,12,0,0,2,5,2021,1,6.216666666666667
58,0,7,2,15,0,2,3,3,2021,4,10.2
41,1,24,1,15,0,3,0,3,2020,6,3.783333333333333
41,0,20,3,2,0,1,0,5,2021,3,17.666666666666668
48,2,0,2,12,0,1,3,5,2021,11,14.816666666666666
67,0,10,2,15,0,0,1,2,2020,3,-10.683333333333334
33,2,29,4,6,0,1,3,5,2020,10,-9.45
34,1,4,0,3,0,2,0,4,2021,11,7.783333333333333
66,1,0,1,10,0,0,1,5,2020,1,-9.783333333333333
53,1,9,1,4,0,3,0,4,2020,9,6.983333333333333
56,2,24,4,6,0,0,1,5,2021,3,12.933333333333334
49,0,32,4,2,0,0,1,5,2021,4,1.6666666666666667
54,0,28,2,6,0,2,3,3,2021,9,4.233333333333333
34,0,9,1,12,0,0,3,3,2020,9,-0.23333333333333334
19,0,5,4,13,0,0,3,3,2020,11,6.883333333333334
64,0,2,0,2,0,1,0,1,2020,7,-13.8
70,1,28,2,4,0,2,1,5,2020,9,7.966666666666667
39,1,11,4,10,0,3,3,3,2020,4,3.5
